gvkey,datadate,fyear,indfmt,tic,conm,curcd,at,ci,emp,lt,txpd,xopr,costat,mkvalt,prcc_f,city,state
30218,20161231,2016,FS,BSAC,BANCO SANTANDER-CHILE,USD,55396.917,724.941,11.354,51001.371,,,A,,21.87,Santiago,
30222,20161231,2016,INDL,ABCB,AMERIS BANCORP,USD,6892.031,67.689,1.298,6245.594,40.575,155.019,A,1522.5556,43.6,Moultrie,GA
30222,20161231,2016,FS,ABCB,AMERIS BANCORP,USD,6892.031,67.689,1.298,6245.594,,,A,1522.5556,43.6,Moultrie,GA
30223,20161231,2016,INDL,SACH,SACHEM CAPITAL CORP,USD,38.369,,,9.883,,0.472,A,,,Branford,CT
30232,20160630,2016,INDL,CUBA,HERZFELD CARIBBEAN BASIN FD,USD,,,,,,,A,,6.11,Miami,FL
30242,20160930,2016,INDL,CEGMF,CERRO GRANDE MINING CORP,CAD,12.399,-9.097,0.136,18.381,0,13.314,A,,,Providencia,
30259,20161231,2016,INDL,PENN,PENN NATIONAL GAMING INC,USD,4974.484,109.188,18.808,5517.804,-11.412,2218.657,A,1256.5724,13.79,Wyomissing,PA
30260,20161231,2016,INDL,SSD,SIMPSON MANUFACTURING INC,USD,979.974,85.34,2.647,114.132,49.425,693.924,A,2075.3688,43.75,Pleasanton,CA
30281,20161231,2016,INDL,LJPC,LA JOLLA PHARMACEUTICAL CO,USD,70.795,-78.185,0.105,9.758,,78.258,A,320.1329,17.53,San Diego,CA
30293,20161231,2016,INDL,ESS,ESSEX PROPERTY TRUST,USD,12217.408,448.66,1.799,5880.487,0,873.201,A,15235.26,232.5,San Mateo,CA
30293,20161231,2016,FS,ESS,ESSEX PROPERTY TRUST,USD,12217.408,,1.799,5880.487,,,A,15235.26,232.5,San Mateo,CA
30298,20161231,2016,INDL,HIW,HIGHWOODS PROPERTIES INC,USD,4561.05,549.899,0.438,2261.932,0,489.378,A,5185.9827,51.01,Raleigh,NC
30298,20161231,2016,FS,HIW,HIGHWOODS PROPERTIES INC,USD,4561.05,,0.438,2261.932,,,A,5185.9827,51.01,Raleigh,NC
30312,20161231,2016,INDL,IMAX,IMAX CORP,USD,857.334,39.828,0.703,230.78,24.64,289.968,A,2077.424,31.4,Mississauga,ON
30354,20161231,2016,INDL,LPT,LIBERTY PROPERTY TRUST,USD,5992.813,331.811,0.301,2922.353,,491.606,A,5806.2235,39.5,Malvern,PA
30354,20161231,2016,FS,LPT,LIBERTY PROPERTY TRUST,USD,5992.813,,0.301,2922.353,,,A,5806.2235,39.5,Malvern,PA
30369,20161231,2016,INDL,CIFAF,CI FINANCIAL CORP,CAD,3458.695,505.228,1.578,1710.664,214.062,1218.758,A,,28.87,Toronto,ON
30369,20161231,2016,FS,CIFAF,CI FINANCIAL CORP,CAD,3458.695,,1.578,1710.664,,,A,,28.87,Toronto,ON
30384,20161231,2016,INDL,FR,FIRST INDL REALTY TRUST INC,USD,2793.263,130.923,0.161,1508.638,1.358,249.307,A,,28.05,Chicago,IL
30384,20161231,2016,FS,FR,FIRST INDL REALTY TRUST INC,USD,2793.263,,0.161,1508.638,,,A,,28.05,Chicago,IL
30385,20161231,2016,INDL,SGI.,SUPERIOR GOLD INC,USD,75.457,,,55.262,,,A,,,Toronto,ON
30398,20161231,2016,INDL,FALC,FALCONSTOR SOFTWARE INC,USD,17.281,,,29.984,,40.377,A,19.5958,0.4499,Melville,NY
30416,20161231,2016,INDL,HMNF,HMN FINANCIAL INC,USD,682.023,,,606.104,,19.753,A,78.5575,17.5,Rochester,MN
30416,20161231,2016,FS,HMNF,HMN FINANCIAL INC,USD,682.023,,,606.104,,,A,78.5575,17.5,Rochester,MN
30421,20161231,2016,INDL,STLJF,STELLA-JONES INC,CAD,1961.958,138.205,1.93,935.54,38.317,1565.115,A,3020.2247,43.58,Saint-Laurent,QC
30428,20161231,2016,INDL,SRUNU,SILVER RUN ACQT CPTN II,USD,0.395,,0.003,0.372,,,A,,,Houston,TX
30435,20170131,2016,INDL,JILL,J JILL INC,USD,567.645,,,446.68,,533.681,A,,,Quincy,MA
30436,20161231,2016,INDL,AKO.B,EMBOTELLADORA ANDINA SA,USD,3289.869,,,2029.983,,2339.428,A,,22.47,Santiago,
30443,20161231,2016,INDL,FDP,FRESH DEL MONTE PRODUCE INC,USD,2653.3,204.8,38,836.9,13.9,3659.9,A,3107.7119,60.63,Coral Gables,FL
30452,20161231,2016,INDL,BBD,BRADESCO BANCO,USD,362599.015,,108.793,331586.098,3003.527,38773.275,A,,8.71,Osasco,
30452,20161231,2016,FS,BBD,BRADESCO BANCO,USD,362599.015,,108.793,331586.098,,,A,,8.71,Osasco,
30463,20160831,2016,INDL,GBX,GREENBRIER COMPANIES INC,USD,1837.89,279.238,9.418,821.063,125.455,2223.423,A,955.8675,33.89,Lake Oswego,OR
30477,20160930,2016,INDL,MATW,MATTHEWS INTL CORP  -CL A,USD,2091.041,34.53,10.3,1381.707,11.855,1261.254,A,1952.9479,60.76,Pittsburgh,PA
30490,20161231,2016,INDL,AIV,APARTMENT INVST & MGMT CO,USD,6232.818,490.935,1.456,4184.651,2.152,749.058,A,7130.5596,45.45,Denver,CO
30490,20161231,2016,FS,AIV,APARTMENT INVST & MGMT CO,USD,6232.818,,1.456,4184.651,,,A,7130.5596,45.45,Denver,CO
30495,20161231,2016,INDL,FCH,FELCOR LODGING TRUST INC,USD,1707.092,4.193,0.063,1469.621,0.332,788.772,A,1105.2999,8.01,Irving,TX
30495,20161231,2016,FS,FCH,FELCOR LODGING TRUST INC,USD,1707.092,,0.063,1469.621,,,A,1105.2999,8.01,Irving,TX
30529,20161231,2016,INDL,APF,MORGAN STAN ASIA PACIFIC FD,USD,,,,,,,A,,13.5,New York,NY
30535,20161231,2016,INDL,MULE,MULESOFT INC-REDH,USD,202.938,-50.461,0.841,162.835,0.764,234.183,A,,,San Francisco,CA
30536,20161231,2016,INDL,GEO,GEO GROUP INC,USD,3749.409,150.096,19.37,2774.452,23.063,1803.606,A,2695.8998,35.93,Boca Raton,FL
30551,20161231,2016,INDL,MPACU,MATLIN & PARTNERS ACQ UT,USD,0.22,-0.005,0.005,0.2,,0.005,A,,,New Canaan,CT
30571,20161231,2016,INDL,ARD,ARDAGH GROUP SA,USD,10827.407,-256.414,23.534,12996.898,88.637,5498.647,A,,,Luxembourg,
30572,20160831,2016,INDL,TMRC,TEXAS MINERAL RESOURCES CORP,USD,1.811,-1.214,0.003,0.868,0,1.176,A,5.8425,0.13,Sierra Blanca,TX
30573,20160930,2016,INDL,ESX.,ESSEX MINERALS INC,CAD,0.214,-0.023,,0.035,,0.026,A,,,Vancouver,BC
30576,20161231,2016,INDL,ADTN,ADTRAN INC,USD,667.235,32.01,2.033,187.718,18.689,585.681,A,1083.3492,22.35,Huntsville,AL
30580,20161231,2016,INDL,ITUB,ITAU UNIBANCO HLDG SA,USD,415972.276,6639.001,94.779,374531.848,1974.364,43725.871,A,,10.28,Sao Paulo,
30580,20161231,2016,FS,ITUB,ITAU UNIBANCO HLDG SA,USD,415972.276,6639.001,94.779,374531.848,,,A,,10.28,Sao Paulo,
30612,20161231,2016,INDL,AMED,AMEDISYS INC,USD,734.029,37.631,16,272.887,0.755,1330.884,A,1432.2401,42.63,Baton Rouge,LA
30620,20161231,2016,INDL,KAACU,KAYNE ANDRSN ACQ C -REDH,USD,0.046,,0.002,0.023,,,A,,,Houston,TX
30622,20170131,2016,INDL,YEXT,YEXT INC- REDH,USD,86.465,-43.691,0.63,93.605,0.019,162.879,A,,,New York,NY
30637,20161231,2016,INDL,CLI,MACK-CALI REALTY CORP,USD,4296.766,132.51,0.54,2570.079,0,508.76,A,2603.0069,29.02,Jersey City,NJ
30637,20161231,2016,FS,CLI,MACK-CALI REALTY CORP,USD,4296.766,,0.54,2570.079,,,A,2603.0069,29.02,Jersey City,NJ
30651,20161231,2016,INDL,DAR,DARLING INGREDIENTS INC,USD,4698.017,101.24,10,2621.795,23.22,2958.839,A,2125.1538,12.91,Irving,TX
30655,20161231,2016,INDL,AYX,ALTERYX INC,USD,111.415,-24.186,0.424,89.843,0.012,107.135,A,,,Irvine,CA
30662,20161231,2016,INDL,SIRI,SIRIUS XM HOLDINGS INC,USD,8003.595,746.296,2.402,8795.61,20.639,3257.3,A,21097.2142,4.45,New York,NY
30671,20161231,2016,INDL,RS,RELIANCE STEEL & ALUMINUM CO,USD,7411.3,304.1,14.5,3232.2,95.1,7825.1,A,5781.2058,79.54,Los Angeles,CA
30683,20161231,2016,INDL,TDF,TEMPLETON DRAGON FUND INC,USD,,,,,,,A,,16.38,Singapore,
30701,20161231,2016,INDL,TIXC,TIX CORP,USD,21.456,1.903,,2.635,,17.889,A,27.2395,1.57,Studio City,CA
30771,20161231,2016,INDL,GGT,GABELLI MULTIMEDIA TRUST INC,USD,,,,,,,A,,7.24,Rye,NY
30778,20161231,2016,INDL,CETV,CENTRAL EUROPEAN MEDIA,USD,1390.717,-181.979,2.95,1242.35,0.29,487.964,A,365.7975,2.55,Hamilton,
30806,20161231,2016,INDL,FBR,FIBRIA CELULOSE SA,USD,10586.6,499.002,4.493,6339.188,32.71,1808.067,A,,9.61,Sao Paulo,
30822,20161231,2016,INDL,O,REALTY INCOME CORP,USD,13152.871,316.477,0.146,6365.818,3.6,585.438,A,14954.4566,57.48,San Diego,CA
30822,20161231,2016,FS,O,REALTY INCOME CORP,USD,13152.871,,0.146,6365.818,,,A,14954.4566,57.48,San Diego,CA
30847,20161231,2016,INDL,SSYS,STRATASYS LTD,USD,1366.049,-80.326,2.469,228.022,5.278,626.943,A,870.6491,16.54,Eden Prairie,MN
30861,20161231,2016,INDL,KNX,KNIGHT TRANSPORTATION INC,USD,1078.525,92.665,5.971,289.794,18.467,859.069,A,2651.5685,33.05,Phoenix,AZ
30870,20160630,2016,INDL,AZPN,ASPEN TECHNOLOGY INC,USD,419.738,136.132,1.396,494.772,69.028,249.439,A,3226.3627,40.24,Bedford,MA
30888,20161231,2016,INDL,LION,FIDELITY SOUTHERN CORP,USD,4389.685,37.914,1.284,4027.038,17.895,143.253,A,622.9471,23.67,Atlanta,GA
30888,20161231,2016,FS,LION,FIDELITY SOUTHERN CORP,USD,4389.685,37.914,1.284,4027.038,,,A,622.9471,23.67,Atlanta,GA
30899,20161231,2016,INDL,HDSN,HUDSON TECHNOLOGIES INC,USD,122.47,,,10.453,,86.534,A,332.1427,8.01,Pearl River,NY
30927,20161231,2016,INDL,MLLGF,MULLEN GROUP LTD,CAD,1873.027,52.038,4.376,912.617,25.567,854.026,A,2055.4588,19.83,Okotoks,AB
30932,20161231,2016,INDL,NWBI,NORTHWEST BANCSHARES INC,USD,9623.64,46.211,2.466,8452.977,9.71,218.902,A,1833.633,18.03,Warren,PA
30932,20161231,2016,FS,NWBI,NORTHWEST BANCSHARES INC,USD,9623.64,46.211,2.466,8452.977,,,A,1833.633,18.03,Warren,PA
30990,20161231,2016,INDL,COF,CAPITAL ONE FINANCIAL CORP,USD,357033,3418,47.3,309519,2121,19973,A,41894.3056,87.24,McLean,VA
30990,20161231,2016,FS,COF,CAPITAL ONE FINANCIAL CORP,USD,357033,,47.3,309519,,,A,41894.3056,87.24,McLean,VA
31028,20161231,2016,INDL,DIMC,DIMECO INC,USD,641.486,,,570.016,,,A,74.07,45,Honesdale,PA
31028,20161231,2016,FS,DIMC,DIMECO INC,USD,641.486,,,570.016,,,A,74.07,45,Honesdale,PA
31122,20160831,2016,INDL,8927B,APOLLO EDUCATION GROUP INC,USD,2012.906,-97.854,28,936.312,0.083,1876.613,I,972.3738,8.87,Phoenix,AZ
31137,20160630,2016,INDL,SKYAY,SKY PLC,USD,23054.322,1378.492,30.714,18497.75,250.274,12975.836,A,,45.344,Isleworth,
31142,20161231,2016,INDL,STM,STMICROELECTRONICS NV,USD,8008,82,43.48,3412,42,5982,A,,11.35,Geneva,
31170,20161231,2016,INDL,USAP,UNVL STAINLESS & ALLOY PRODS,USD,296.045,-5.326,0.645,114.825,-0.201,141.703,A,97.4747,13.51,Bridgeville,PA
31203,20161231,2016,INDL,SWC,STILLWATER MINING CO,USD,1327.037,9.456,1.432,406.191,3.3,611.704,A,1953.0797,16.11,Littleton,CO
31205,20161231,2016,INDL,FMX,FOMENTO ECONOMICO MEXICANO,USD,26464.714,,,12584.421,,16952.224,A,,76.21,Monterrey,
31218,20161231,2016,INDL,STBI,STURGIS BANCORP INC,USD,398.629,,,363.986,,11.881,A,28.6825,13.75,Sturgis,MI
31218,20161231,2016,FS,STBI,STURGIS BANCORP INC,USD,398.629,,,363.986,,,A,28.6825,13.75,Sturgis,MI
31227,20161231,2016,INDL,NTRI,NUTRISYSTEM INC,USD,154.24,35.448,0.487,59.716,14.175,477.671,A,1028.6199,34.65,Fort Washington,PA
31242,20161231,2016,INDL,HEOP,HERITAGE OAKS BANCORP,USD,2024.89,14.383,0.302,1812.04,6.88,37.393,A,423.4739,12.33,Paso Robles,CA
31242,20161231,2016,FS,HEOP,HERITAGE OAKS BANCORP,USD,2024.89,14.383,0.302,1812.04,,,A,423.4739,12.33,Paso Robles,CA
31255,20161231,2016,INDL,TSEM,TOWER SEMICONDUCTOR LTD,USD,1379.884,,,697.27,,877.501,A,1643.3737,19.03,Migdal Haemek,
31306,20161031,2016,INDL,BTO,HANCOCK (JOHN) FINL OPPTY FD,USD,,,,,,,A,,28.91,Boston,MA
31368,20161231,2016,INDL,HAFC,HANMI FINANCIAL CORP,USD,4701.346,54.41,0.638,4170.321,23.327,92.883,A,1128.3519,34.9,Los Angeles,CA
31368,20161231,2016,FS,HAFC,HANMI FINANCIAL CORP,USD,4701.346,54.41,0.638,4170.321,,,A,1128.3519,34.9,Los Angeles,CA
31418,20161231,2016,INDL,PRPH,PROPHASE LABS INC,USD,12.802,-2.868,0.053,6.84,,23.244,A,34.162,2,Doylestown,PA
31453,20161231,2016,INDL,NSIT,INSIGHT ENTERPRISES INC,USD,2219.3,68.627,5.93,1505.857,39.051,5292.064,A,1434.973,40.44,Tempe,AZ
31460,20161231,2016,INDL,RCII,RENT-A-CENTER INC,USD,1602.741,-110.383,21.6,1337.808,18.536,2121.602,A,597.9375,11.25,Plano,TX
31477,20160930,2016,INDL,BRKS,BROOKS AUTOMATION INC,USD,685.905,-60.208,1.31,132.215,4.93,511.496,A,935.7964,13.61,Chelmsford,MA
31519,20161231,2016,INDL,AUY,YAMANA GOLD INC,USD,8801.7,-312.6,,4221.7,63.9,1759.2,A,2663.3124,2.81,Toronto,
31521,20160930,2016,INDL,INTL,INTL FCSTONE INC,USD,5951.3,47.6,1.464,5517.5,8.5,567.6,A,716.1998,38.85,New York,NY
31521,20160930,2016,FS,INTL,INTL FCSTONE INC,USD,5951.3,,1.464,5517.5,,,A,716.1998,38.85,New York,NY
31560,20161231,2016,INDL,TRK,SPEEDWAY MOTORSPORTS INC,USD,1498.149,39.545,1.071,700.366,0.867,384.454,A,890.5937,21.67,Concord,NC
31564,20161231,2016,INDL,ACIW,ACI WORLDWIDE INC,USD,1902.295,107.011,4.111,1147.378,19.081,812.339,A,2129.6666,18.15,Naples,FL
31567,20160630,2016,INDL,STRT,STRATTEC SECURITY CORP,USD,242.176,2.994,3.877,87.664,4.699,370.39,A,145.3858,40.77,Milwaukee,WI
31587,20170131,2016,INDL,DLTR,DOLLAR TREE INC,USD,15701.6,901.7,176.8,10312.1,501.8,18376.9,A,18227.3378,77.19,Chesapeake,VA
31596,20161231,2016,INDL,UCM1,COMMONWEALTH EDISON CO,USD,28335,378,6.574,19610,-444,3275,A,,,Chicago,IL
31607,20161231,2016,INDL,NATI,NATIONAL INSTRUMENTS CORP,USD,1496.564,86.203,7.552,382.345,2.902,1031.077,A,3982.0365,30.82,Austin,TX
31629,20161231,2016,INDL,RDI,READING INTL INC  -CL A,USD,405.766,,,259.151,,230.822,A,388.6042,16.6,Culver City,CA
31673,20160930,2016,INDL,ABC,AMERISOURCEBERGEN CORP,USD,33656.2,1449.954,19,31526.796,17.5,144781.779,A,17775.7198,80.78,Chesterbrook,PA
31674,20161231,2016,INDL,PCMI,PCM INC,USD,632.956,,,504.485,7.332,2197.829,A,269.2575,22.5,El Segundo,CA
31692,20161231,2016,INDL,MBFI,MB FINANCIAL INC/MD,USD,19302.317,163.549,3.486,16723.108,14.188,502.946,A,3954.3318,47.23,Chicago,IL
31692,20161231,2016,FS,MBFI,MB FINANCIAL INC/MD,USD,19302.317,163.549,3.486,16723.108,,,A,3954.3318,47.23,Chicago,IL
31716,20161231,2016,INDL,WEFP,WELLS FINANCIAL CORP,USD,268.475,,,236.4,,6.261,A,30.5758,39.25,Wells,MN
31716,20161231,2016,FS,WEFP,WELLS FINANCIAL CORP,USD,268.475,,,236.4,,,A,30.5758,39.25,Wells,MN
31717,20160630,2016,INDL,IRS,IRSA INVERSIONES Y REPSTN SA,USD,10646.64,172.757,19.94,9742.613,54.037,1853.852,A,,16.81,Buenos Aires,
31718,20161231,2016,INDL,ATLO,AMES NATIONAL CORP,USD,1366.453,11.676,0.202,1201.348,5.822,22.311,A,307.263,33,Ames,IA
31718,20161231,2016,FS,ATLO,AMES NATIONAL CORP,USD,1366.453,11.676,0.202,1201.348,,,A,307.263,33,Ames,IA
31744,20161231,2016,INDL,JXSB,JACKSONVILLE BANCORP INC/MD,USD,319.319,1.081,0.1,273.073,1.325,8.979,A,53.49,30,Jacksonville,IL
31744,20161231,2016,FS,JXSB,JACKSONVILLE BANCORP INC/MD,USD,319.319,1.081,0.1,273.073,,,A,53.49,30,Jacksonville,IL
31752,20161231,2016,INDL,CBZ,CBIZ INC,USD,1118.588,40.194,4.6,638.567,19.314,711.947,A,740.4028,13.7,Cleveland,OH
31764,20161231,2016,INDL,BMRC,BANK OF MARIN BANCORP,USD,2023.493,19.648,0.276,1792.93,13.365,32.163,A,427.3583,69.75,Novato,CA
31764,20161231,2016,FS,BMRC,BANK OF MARIN BANCORP,USD,2023.493,19.648,0.276,1792.93,,,A,427.3583,69.75,Novato,CA
31775,20161231,2016,INDL,ISNS,IMAGE SENSING SYSTEMS INC,USD,8.204,,,1.995,,12.939,A,18.7553,3.7,St. Paul,MN
31843,20161231,2016,INDL,HLIT,HARMONIC INC,USD,554.069,-75.166,1.376,283.428,-0.054,404.165,A,392.28,5,San Jose,CA
31887,20160630,2016,INDL,RMD,RESMED INC,USD,3258.935,303.267,5.25,1564.104,68.966,1311.006,A,8893.995,63.23,San Diego,CA
31895,20161231,2016,INDL,BHB,BAR HARBOR BANKSHARES,USD,1755.349,6.978,0.172,1598.609,6.286,37.477,A,287.6244,47.33,Bar Harbor,ME
31895,20161231,2016,FS,BHB,BAR HARBOR BANKSHARES,USD,1755.349,6.978,0.172,1598.609,,,A,287.6244,47.33,Bar Harbor,ME
60800,20161231,2016,INDL,SBGI,SINCLAIR BROADCAST GP  -CL A,USD,5963.168,250.789,8.4,5405.232,96.154,1846.901,A,3009.1372,33.35,Hunt Valley,MD
60900,20161231,2016,INDL,DISH,DISH NETWORK CORP,USD,28091.847,1408.254,16,23126.32,439.57,11924.307,A,26951.7587,57.93,Englewood,CO
60902,20161231,2016,INDL,HA,HAWAIIAN HOLDINGS INC,USD,2708.601,231.216,6.199,2028.148,92.934,1837.848,A,3045.795,57,Honolulu,HI
60911,20161231,2016,INDL,NHTC,NATURAL HEALTH TRENDS CORP,USD,148.051,54.38,0.143,65.612,8.791,223.198,A,280.482,24.85,Rolling Hills Estates,CA
60914,20161231,2016,INDL,LSI,LIFE STORAGE INC,USD,3857.984,77.896,1.537,1751.399,,342.773,A,3960.7533,85.26,Buffalo,NY
60914,20161231,2016,FS,LSI,LIFE STORAGE INC,USD,3857.984,,1.537,1751.399,,,A,3960.7533,85.26,Buffalo,NY
60923,20170131,2016,INDL,PLAY,DAVE & BUSTER'S ENTMT INC,USD,1052.733,91.042,13.983,613.281,28.213,766.337,A,2298.4843,54.46,Dallas,TX
60931,20161231,2016,INDL,SYX,SYSTEMAX INC,USD,566.1,,,351.7,,1667.2,A,323.7358,8.77,Port Washington,NY
60938,20161231,2016,INDL,3NIDB,NORTHEAST INDIANA BANCORP,USD,300.959,,,267.321,,6.863,A,39.8431,33.01,Huntington,IN
60938,20161231,2016,FS,3NIDB,NORTHEAST INDIANA BANCORP,USD,300.959,,,267.321,,,A,39.8431,33.01,Huntington,IN
60972,20161231,2016,INDL,CNK1,CINEMARK USA INC,USD,4316.609,285.23,28.5,3032.529,93.368,2257.188,A,,,Plano,TX
60979,20161231,2016,INDL,WAB,WABTEC CORP,USD,6581.018,210.518,20,3604.193,121.563,2358.732,A,7922.1835,83.02,Wilmerding,PA
60983,20161231,2016,INDL,AMRB,AMERICAN RIVER BANKSHARES,USD,651.45,4.845,0.097,567.6,2.79,9.828,A,100.6628,15.11,Rancho Cordova,CA
60983,20161231,2016,FS,AMRB,AMERICAN RIVER BANKSHARES,USD,651.45,4.845,0.097,567.6,,,A,100.6628,15.11,Rancho Cordova,CA
61004,20161231,2016,INDL,ACTG,ACACIA RESEARCH CORP,USD,296.003,,,28.56,,112.913,A,327.9965,6.5,Newport Beach,CA
61028,20161231,2016,INDL,WSTG,WAYSIDE TECHNOLOGY GROUP INC,USD,113.698,5.741,0.142,76.087,2.559,409.219,A,85.1785,18.7,Eatontown,NJ
61055,20161231,2016,INDL,AUBN,AUBURN NATIONAL BANCORP,USD,831.943,5.505,0.158,749.766,2.203,14.899,A,114.0936,31.31,Auburn,AL
61055,20161231,2016,FS,AUBN,AUBURN NATIONAL BANCORP,USD,831.943,5.505,0.158,749.766,,,A,114.0936,31.31,Auburn,AL
61067,20161231,2016,INDL,CIB,BANCOLOMBIA SA,USD,65649.319,,,58130.769,,3848.67,A,,36.68,Medellin,
61067,20161231,2016,FS,CIB,BANCOLOMBIA SA,USD,65649.319,,,58130.769,,,A,,36.68,Medellin,
61122,20160930,2016,INDL,DIT,AMCON DISTRIBUTING CO,USD,112.263,5.981,0.798,46.512,3.889,895.488,A,61.579,90.9587,Omaha,NE
61129,20161231,2016,INDL,RWT,REDWOOD TRUST INC,USD,5483.477,111.112,0.125,4334.049,1.303,71.283,A,1168.6604,15.21,Mill Valley,CA
61129,20161231,2016,FS,RWT,REDWOOD TRUST INC,USD,5483.477,,0.125,4334.049,,,A,1168.6604,15.21,Mill Valley,CA
61140,20161231,2016,INDL,WINT,WINDTREE THERAPEUTICS INC,USD,9.699,,,38.529,,39.678,A,10.595,1.25,Warrington,PA
61155,20161231,2016,INDL,AAWW,ATLAS AIR WORLDWIDE HLDG INC,USD,4247.379,42.586,2.646,2730.041,1.16,1464.289,A,1304.6366,52.15,Purchase,NY
61163,20161231,2016,INDL,SHO,SUNSTONE HOTEL INVESTORS INC,USD,3739.234,140.677,0.048,1207.402,1.241,1017.347,A,,15.25,Aliso Viejo,CA
61163,20161231,2016,FS,SHO,SUNSTONE HOTEL INVESTORS INC,USD,3739.234,,0.048,1207.402,,,A,,15.25,Aliso Viejo,CA
61174,20160731,2016,INDL,HBPCF,HELIX BIOPHARMA CORP,CAD,4.468,-9.665,0.0145,1.304,,9.523,A,178.496,2,Toronto,ON
61179,20161231,2016,INDL,KFRC,KFORCE INC,USD,365.421,32.639,2.8,243.685,21.324,1246.403,A,619.0569,23.1,Tampa,FL
61181,20161231,2016,INDL,IART,INTEGRA LIFESCIENCES HLDGS,USD,1807.954,65.312,3.7,968.287,4.3,777.378,A,3205.1144,85.79,Plainsboro,NJ
61188,20161231,2016,INDL,HPT,HOSPITALITY PROPERTIES TRUST,USD,6634.228,278.216,0,3504.839,2.727,1660.352,A,5213.8663,31.74,Newton,MA
61188,20161231,2016,FS,HPT,HOSPITALITY PROPERTIES TRUST,USD,6634.228,,0,3504.839,,,A,5213.8663,31.74,Newton,MA
61214,20161231,2016,INDL,ASML,ASML HOLDING NV,USD,18155.73,1689.107,16.647,7793.158,122.251,5125.945,A,,112.2,Veldhoven,
61302,20161231,2016,INDL,ACGL,ARCH CAPITAL GROUP LTD,USD,29372.109,726.071,3.25,20060.984,50.621,3536.674,A,10595.3765,86.29,Pembroke,
61302,20161231,2016,FS,ACGL,ARCH CAPITAL GROUP LTD,USD,29372.109,,3.25,20060.984,,,A,10595.3765,86.29,Pembroke,
61321,20161231,2016,INDL,SMSI,SMITH MICRO SOFTWARE INC,USD,14.308,,,11.804,,43.026,A,19.3361,1.57,Aliso Viejo,CA
61325,20161231,2016,INDL,MD,MEDNAX INC,USD,5339.4,324.596,14.615,2578.633,175.962,2522.208,A,6247.2419,66.66,Sunrise,FL
61338,20161231,2016,INDL,CVO,CENVEO INC,USD,912.959,70.65,,1502.116,4.698,1524.815,A,59.7855,6.99,Stamford,CT
61350,20161231,2016,INDL,CRAY,CRAY INC,USD,714.572,5.755,1.312,189.096,2.441,605.87,A,843.6699,20.7,Seattle,WA
61356,20161231,2016,INDL,NOVT,NOVANTA INC,USD,425.637,,,166.767,,320.887,A,723.219,21,Bedford,MA
61380,20161231,2016,INDL,ERIE,ERIE INDEMNITY CO  -CL A,USD,1548.955,185.849,5,732.045,104.607,1289.113,A,6003.5931,112.45,Erie,PA
61380,20161231,2016,FS,ERIE,ERIE INDEMNITY CO  -CL A,USD,1548.955,,5,732.045,,,A,6003.5931,112.45,Erie,PA
61381,20160930,2016,INDL,APGI,AMERICAN POWER GROUP CORP,USD,9.793,-7.559,0.02,8.163,,5.89,A,12.7594,0.17,Lynnfield,MA
61388,20161231,2016,INDL,RE,EVEREST RE GROUP LTD,USD,21321.504,1011.335,1.121,13246.108,42.636,4658.274,A,8850.5436,216.4,Hamilton,
61388,20161231,2016,FS,RE,EVEREST RE GROUP LTD,USD,21321.504,,1.121,13246.108,,,A,8850.5436,216.4,Hamilton,
61394,20160630,2016,INDL,SRNN,SOUTHERN BANC CO INC,USD,97.887,-1.033,,84.688,0,4.977,A,7.8073,10.1,Gadsden,AL
61394,20160630,2016,FS,SRNN,SOUTHERN BANC CO INC,USD,97.887,-1.033,,84.688,,,A,7.8073,10.1,Gadsden,AL
61399,20160630,2016,INDL,MYGN,MYRIAD GENETICS INC,USD,880.5,122.8,2.206,132.4,32,560.2,A,2114.46,30.6,Salt Lake City,UT
61400,20160831,2016,INDL,ZCOM,IMPRESO INC,USD,26.728,0.116,,12.075,,87.928,A,2.8147,0.7,Coppell,TX
61406,20161231,2016,INDL,RNR,RENAISSANCERE HOLDINGS LTD,USD,12352.082,629.073,0.376,6309.911,-1.1,1037.805,A,5610.4931,136.22,Pembroke,
61406,20161231,2016,FS,RNR,RENAISSANCERE HOLDINGS LTD,USD,12352.082,,0.376,6309.911,,,A,5610.4931,136.22,Pembroke,
61408,20161231,2016,INDL,THG,HANOVER INSURANCE GROUP INC,USD,14220.4,164,4.9,11362.9,29.7,4580.7,A,3858.824,91.01,Worcester,MA
61408,20161231,2016,FS,THG,HANOVER INSURANCE GROUP INC,USD,14220.4,,4.9,11362.9,,,A,3858.824,91.01,Worcester,MA
61409,20161231,2016,INDL,DO,DIAMOND OFFSHRE DRILLING INC,USD,6371.877,-367.467,2.8,2621.743,17.781,893.526,A,2427.909,17.7,Houston,TX
61418,20160930,2016,INDL,RICK,RCI HOSPITALITY HLDGS INC,USD,276.488,10.231,2,146.346,1.914,101.078,A,113.0862,11.53,Houston,TX
61420,20161231,2016,INDL,POOL,POOL CORP,USD,994.095,148.254,3.9,786.598,80.378,2292.981,A,4287.3306,104.34,Covington,LA
61439,20161231,2016,INDL,RSYS,RADISYS CORP,USD,128.185,-10.911,0.8,71.629,1.349,201.878,A,170.648,4.43,Hillsboro,OR
61449,20161231,2016,INDL,GCV,GABELLI CONV & INCOME SEC FD,USD,,,,,,,A,,4.6999,Rye,NY
